Event_Title,Event_Date,Event_Location,fighterA,fighterB,kdA,kdB,end_time,method,round,STRa,STRb,SubA,SubB,TDa,TDb,weight
UFC on FOX: Werdum vs Browne,19-Apr-14,"Orlando, Florida, USA",Jonathan Martinez,Alejandro Perez,0,1,5:00,U-DEC,3,74,52,0,0,0,0,Featherweight
UFC on FOX: Werdum vs Browne,19-Apr-14,"Orlando, Florida, USA",Ramiz Brahimaj,Micheal Gillmore,0,0,2:02,SUB,1,0,0,3,0,1,0,Welterweight
UFC on FOX: Werdum vs Browne,19-Apr-14,"Orlando, Florida, USA",Carlos Hernandez,Victor Altamirano,0,0,5:00,S-DEC,3,84,79,0,0,2,1,Flyweight
UFC Fight Night: Bisping vs Kennedy,16-Apr-14,"Quebec City, Quebec, Canada",Jamahal Hill,Johnny Walker,1,0,2:55,KO/TKO,1,6,12,0,0,0,0,Light Heavyweight
UFC Fight Night: Bisping vs Kennedy,16-Apr-14,"Quebec City, Quebec, Canada",Kyle Daukaus,Jamie Pickett,0,0,4:59,SUB,1,6,5,2,0,3,0,Catch Weight
UFC Fight Night: Bisping vs Kennedy,16-Apr-14,"Quebec City, Quebec, Canada",Parker Porter,Alan Baudot,0,0,5:00,U-DEC,3,43,55,0,0,2,0,Heavyweight
UFC Fight Night: Bisping vs Kennedy,16-Apr-14,"Quebec City, Quebec, Canada",Jim Miller,Nikolas Motta,1,0,1:58,KO/TKO,2,48,21,0,0,0,0,Lightweight
UFC Fight Night: Bisping vs Kennedy,16-Apr-14,"Quebec City, Quebec, Canada",Joaquin Buckley,Abdul Razak Alhassan,0,0,5:00,S-DEC,3,51,46,0,0,5,3,Middleweight
UFC Fight Night: Bisping vs Kennedy,16-Apr-14,"Quebec City, Quebec, Canada",David Onama,Gabriel Benitez,1,0,4:24,KO/TKO,1,36,46,0,0,0,0,Featherweight
UFC Fight Night: Bisping vs Kennedy,16-Apr-14,"Quebec City, Quebec, Canada",Stephanie Egger,Jessica-Rose Clark,0,0,3:44,SUB,1,5,2,1,0,2,1,Women's Bantamweight
UFC Fight Night: Bisping vs Kennedy,16-Apr-14,"Quebec City, Quebec, Canada",Chas Skelly,Mark Striegl,1,0,2:01,KO/TKO,2,14,8,0,0,1,0,Featherweight
UFC Fight Night: Bisping vs Kennedy,16-Apr-14,"Quebec City, Quebec, Canada",Gloria de Paula,Diana Belbita,0,0,5:00,U-DEC,3,88,87,0,0,1,0,Women's Strawweight
UFC Fight Night: Bisping vs Kennedy,16-Apr-14,"Quebec City, Quebec, Canada",Chad Anheliger,Jesse Strader,2,0,3:33,KO/TKO,3,67,64,2,0,0,4,Bantamweight
UFC Fight Night: Bisping vs Kennedy,16-Apr-14,"Quebec City, Quebec, Canada",Jonathan Pearce,Christian Rodriguez,0,0,5:00,U-DEC,3,18,26,2,3,6,2,Featherweight
UFC Fight Night: Bisping vs Kennedy,16-Apr-14,"Quebec City, Quebec, Canada",Mario Bautista,Jay Perrin,0,0,5:00,U-DEC,3,72,42,0,0,4,2,Bantamweight
UFC Fight Night: Minotauro vs Nelson,11-Apr-14,"Abu Dhabi, United Arab Emirates",Israel Adesanya,Robert Whittaker,1,0,5:00,U-DEC,5,79,59,0,0,0,4,Middleweight
UFC Fight Night: Minotauro vs Nelson,11-Apr-14,"Abu Dhabi, United Arab Emirates",Tai Tuivasa,Derrick Lewis,1,0,1:40,KO/TKO,2,24,27,0,0,0,2,Heavyweight
UFC Fight Night: Minotauro vs Nelson,11-Apr-14,"Abu Dhabi, United Arab Emirates",Jared Cannonier,Derek Brunson,0,1,4:29,KO/TKO,2,55,43,0,1,1,3,Middleweight
UFC Fight Night: Minotauro vs Nelson,11-Apr-14,"Abu Dhabi, United Arab Emirates",Renato Moicano,Alexander Hernandez,0,0,1:23,SUB,2,33,37,1,0,2,0,Lightweight
UFC Fight Night: Minotauro vs Nelson,11-Apr-14,"Abu Dhabi, United Arab Emirates",Bobby Green,Nasrat Haqparast,0,0,5:00,U-DEC,3,188,76,0,0,0,0,Lightweight
UFC Fight Night: Minotauro vs Nelson,11-Apr-14,"Abu Dhabi, United Arab Emirates",Andrei Arlovski,Jared Vanderaa,0,0,5:00,S-DEC,3,64,70,0,0,0,0,Heavyweight
UFC Fight Night: Minotauro vs Nelson,11-Apr-14,"Abu Dhabi, United Arab Emirates",Casey O'Neill,Roxanne Modafferi,0,0,5:00,S-DEC,3,229,120,0,0,0,2,Women's Flyweight
UFC Fight Night: Minotauro vs Nelson,11-Apr-14,"Abu Dhabi, United Arab Emirates",Kyler Phillips,Marcelo Rojo,0,0,1:48,SUB,3,80,55,2,0,3,0,Bantamweight
UFC Fight Night: Minotauro vs Nelson,11-Apr-14,"Abu Dhabi, United Arab Emirates",Carlos Ulberg,Fabio Cherant,0,0,5:00,U-DEC,3,66,13,0,0,2,0,Light Heavyweight
UFC Fight Night: Minotauro vs Nelson,11-Apr-14,"Abu Dhabi, United Arab Emirates",Ronnie Lawrence,Mana Martinez,3,2,5:00,U-DEC,3,46,39,0,1,6,0,Bantamweight
UFC Fight Night: Minotauro vs Nelson,11-Apr-14,"Abu Dhabi, United Arab Emirates",Jacob Malkoun,AJ Dobson,0,0,5:00,U-DEC,3,80,52,0,0,6,0,Middleweight
UFC Fight Night: Minotauro vs Nelson,11-Apr-14,"Abu Dhabi, United Arab Emirates",Douglas Silva de Andrade,Sergey Morozov,3,1,3:24,SUB,2,37,32,2,0,0,1,Bantamweight
UFC Fight Night: Minotauro vs Nelson,11-Apr-14,"Abu Dhabi, United Arab Emirates",Jeremiah Wells,Blood Diamond,0,0,4:38,SUB,1,15,1,1,0,1,0,Welterweight
UFC Fight Night: Minotauro vs Nelson,11-Apr-14,"Abu Dhabi, United Arab Emirates",Maxim Grishin,William Knight,0,0,5:00,U-DEC,3,69,21,0,0,0,3,Heavyweight
UFC 171: Hendricks vs Lawler,15-Mar-14,"Dallas, Texas, USA",Jamahal Hill,Thiago Santos,0,0,2:31,KO/TKO,4,89,53,0,0,0,6,Light Heavyweight
UFC 171: Hendricks vs Lawler,15-Mar-14,"Dallas, Texas, USA",Geoff Neal,Vicente Luque,2,0,2:01,KO/TKO,3,121,97,0,0,1,0,Welterweight
UFC 171: Hendricks vs Lawler,15-Mar-14,"Dallas, Texas, USA",Mohammed Usman,Zac Pauga,1,0,0:36,KO/TKO,2,12,32,0,0,0,0,Heavyweight
UFC 171: Hendricks vs Lawler,15-Mar-14,"Dallas, Texas, USA",Juliana Miller,Brogan Walker,0,0,3:57,KO/TKO,3,54,30,1,0,4,0,Women's Flyweight
UFC 171: Hendricks vs Lawler,15-Mar-14,"Dallas, Texas, USA",Serghei Spivac,Augusto Sakai,0,0,3:42,KO/TKO,2,33,8,1,0,6,0,Heavyweight
UFC 171: Hendricks vs Lawler,15-Mar-14,"Dallas, Texas, USA",Terrance McKinney,Erick Gonzalez,0,0,2:17,SUB,1,18,9,1,0,1,0,Lightweight
UFC 171: Hendricks vs Lawler,15-Mar-14,"Dallas, Texas, USA",Michal Oleksiejczuk,Sam Alvey,2,0,1:56,KO/TKO,1,22,3,0,0,0,0,Middleweight
UFC 171: Hendricks vs Lawler,15-Mar-14,"Dallas, Texas, USA",Bryan Battle,Takashi Sato,1,0,0:44,KO/TKO,1,7,2,0,0,0,0,Welterweight
UFC 171: Hendricks vs Lawler,15-Mar-14,"Dallas, Texas, USA",Cory McKenna,Miranda Granger,0,0,1:03,SUB,2,13,13,2,0,3,0,Women's Strawweight
UFC 171: Hendricks vs Lawler,15-Mar-14,"Dallas, Texas, USA",Mayra Bueno Silva,Stephanie Egger,0,0,1:17,SUB,1,4,8,1,0,0,1,Women's Bantamweight
UFC Fight Night: Gustafsson vs Manuwa,8-Mar-14,"London, England, United Kingdom",Amanda Nunes,Julianna Pena,3,0,5:00,U-DEC,5,85,60,1,1,6,0,Women's Bantamweight
UFC Fight Night: Gustafsson vs Manuwa,8-Mar-14,"London, England, United Kingdom",Brandon Moreno,Kai Kara-France,1,0,4:34,KO/TKO,3,58,53,0,0,0,1,Flyweight
UFC Fight Night: Gustafsson vs Manuwa,8-Mar-14,"London, England, United Kingdom",Sergei Pavlovich,Derrick Lewis,1,0,0:55,KO/TKO,1,15,4,0,0,0,0,Heavyweight
UFC Fight Night: Gustafsson vs Manuwa,8-Mar-14,"London, England, United Kingdom",Alexandre Pantoja,Alex Perez,0,0,1:31,SUB,1,8,10,1,0,1,0,Flyweight
UFC Fight Night: Gustafsson vs Manuwa,8-Mar-14,"London, England, United Kingdom",Magomed Ankalaev,Anthony Smith,0,0,3:09,KO/TKO,2,46,18,0,0,0,0,Light Heavyweight
UFC Fight Night: Gustafsson vs Manuwa,8-Mar-14,"London, England, United Kingdom",Alex Morono,Matthew Semelsberger,0,1,5:00,U-DEC,3,106,74,0,0,0,1,Welterweight
UFC Fight Night: Gustafsson vs Manuwa,8-Mar-14,"London, England, United Kingdom",Drew Dober,Rafael Alves,1,0,1:30,KO/TKO,3,62,37,0,0,0,1,Lightweight
UFC Fight Night: Gustafsson vs Manuwa,8-Mar-14,"London, England, United Kingdom",Hamdy Abdelwahab,Don'Tale Mayes,1,0,5:00,S-DEC,3,58,47,0,0,3,0,Heavyweight
UFC Fight Night: Gustafsson vs Manuwa,8-Mar-14,"London, England, United Kingdom",Drakkar Klose,Rafa Garcia,0,0,5:00,U-DEC,3,61,34,0,0,2,3,Lightweight
UFC Fight Night: Gustafsson vs Manuwa,8-Mar-14,"London, England, United Kingdom",Michael Morales,Adam Fugitt,2,0,1:09,KO/TKO,3,83,64,0,0,0,1,Welterweight
UFC Fight Night: Gustafsson vs Manuwa,8-Mar-14,"London, England, United Kingdom",Joselyne Edwards,Ji Yeon Kim,0,0,5:00,S-DEC,3,101,78,0,0,1,0,Women's Bantamweight
UFC Fight Night: Gustafsson vs Manuwa,8-Mar-14,"London, England, United Kingdom",Nicolae Negumereanu,Ihor Potieria,0,0,3:33,KO/TKO,2,51,38,0,0,2,0,Light Heavyweight
UFC Fight Night: Gustafsson vs Manuwa,8-Mar-14,"London, England, United Kingdom",Orion Cosce,Blood Diamond,0,0,5:00,U-DEC,3,25,63,0,0,3,0,Welterweight
UFC Fight Night: Kim vs Hathaway,1-Mar-14,"Macau, China",Curtis Blaydes,Tom Aspinall,0,0,0:15,KO/TKO,1,4,3,0,0,0,0,Heavyweight
UFC Fight Night: Kim vs Hathaway,1-Mar-14,"Macau, China",Jack Hermansson,Chris Curtis,0,0,5:00,U-DEC,3,100,43,0,0,0,0,Middleweight
UFC Fight Night: Kim vs Hathaway,1-Mar-14,"Macau, China",Paddy Pimblett,Jordan Leavitt,0,0,2:46,SUB,2,17,16,4,0,1,3,Lightweight
UFC Fight Night: Kim vs Hathaway,1-Mar-14,"Macau, China",Nikita Krylov,Alexander Gustafsson,2,0,1:07,KO/TKO,1,26,5,0,0,0,0,Light Heavyweight
UFC Fight Night: Kim vs Hathaway,1-Mar-14,"Macau, China",Molly McCann,Hannah Goldy,1,0,3:52,KO/TKO,1,24,9,0,0,0,0,Women's Flyweight
UFC Fight Night: Kim vs Hathaway,1-Mar-14,"Macau, China",Volkan Oezdemir,Paul Craig,0,0,5:00,U-DEC,3,72,33,0,0,1,0,Light Heavyweight
UFC Fight Night: Kim vs Hathaway,1-Mar-14,"Macau, China",Ludovit Klein,Mason Jones,1,0,5:00,U-DEC,3,50,43,0,0,0,0,Lightweight
UFC Fight Night: Kim vs Hathaway,1-Mar-14,"Macau, China",Marc Diakiese,Damir Hadzovic,0,0,5:00,U-DEC,3,13,5,0,0,8,0,Lightweight
UFC Fight Night: Kim vs Hathaway,1-Mar-14,"Macau, China",Nathaniel Wood,Charles Rosa,0,0,5:00,U-DEC,3,97,51,0,1,1,2,Featherweight
UFC Fight Night: Kim vs Hathaway,1-Mar-14,"Macau, China",Jonathan Pearce,Makwan Amirkhani,0,0,4:10,KO/TKO,2,90,11,0,0,4,3,Featherweight
UFC Fight Night: Kim vs Hathaway,1-Mar-14,"Macau, China",Muhammad Mokaev,Charles Johnson,0,0,5:00,U-DEC,3,12,12,0,0,12,0,Flyweight
UFC Fight Night: Kim vs Hathaway,1-Mar-14,"Macau, China",Jai Herbert,Kyle Nelson,0,0,5:00,U-DEC,3,36,41,0,0,0,0,Lightweight
UFC Fight Night: Kim vs Hathaway,1-Mar-14,"Macau, China",Victoria Leonardo,Mandy Bohm,0,0,5:00,U-DEC,3,39,52,0,1,2,0,Women's Flyweight
UFC Fight Night: Kim vs Hathaway,1-Mar-14,"Macau, China",Nicolas Dalby,Claudio Silva,0,0,5:00,U-DEC,3,45,11,1,0,1,4,Welterweight
UFC 170: Rousey vs McMann,22-Feb-14,"Las Vegas, Nevada, USA",Yair Rodriguez,Brian Ortega,0,0,4:11,KO/TKO,1,23,22,0,0,0,1,Featherweight
UFC 170: Rousey vs McMann,22-Feb-14,"Las Vegas, Nevada, USA",Amanda Lemos,Michelle Waterson-Gomez,0,0,1:48,SUB,2,20,29,1,0,0,1,Women's Strawweight
UFC 170: Rousey vs McMann,22-Feb-14,"Las Vegas, Nevada, USA",Li Jingliang,Muslim Salikhov,1,0,4:38,KO/TKO,2,38,23,0,0,1,1,Welterweight
UFC 170: Rousey vs McMann,22-Feb-14,"Las Vegas, Nevada, USA",Matt Schnell,Sumudaerji,0,1,4:24,SUB,2,47,58,2,0,2,0,Flyweight
UFC 170: Rousey vs McMann,22-Feb-14,"Las Vegas, Nevada, USA",Shane Burgos,Charles Jourdain,0,0,5:00,M-DEC,3,42,113,3,0,2,0,Featherweight
UFC 170: Rousey vs McMann,22-Feb-14,"Las Vegas, Nevada, USA",Lauren Murphy,Miesha Tate,0,0,5:00,U-DEC,3,102,85,0,0,2,0,Women's Flyweight
UFC 170: Rousey vs McMann,22-Feb-14,"Las Vegas, Nevada, USA",Punahele Soriano,Dalcha Lungiambula,1,0,0:28,KO/TKO,2,17,11,0,0,0,2,Middleweight
UFC 170: Rousey vs McMann,22-Feb-14,"Las Vegas, Nevada, USA",Ricky Simon,Jack Shore,1,0,3:28,SUB,2,25,19,1,0,2,0,Bantamweight
UFC 170: Rousey vs McMann,22-Feb-14,"Las Vegas, Nevada, USA",Bill Algeo,Herbert Burns,0,0,1:50,KO/TKO,2,28,10,0,2,1,1,Featherweight
UFC 170: Rousey vs McMann,22-Feb-14,"Las Vegas, Nevada, USA",Dustin Jacoby,Da-Un Jung,1,0,3:13,KO/TKO,1,14,14,0,0,0,0,Light Heavyweight
UFC 170: Rousey vs McMann,22-Feb-14,"Las Vegas, Nevada, USA",Dustin Stoltzfus,Dwight Grant,0,0,5:00,U-DEC,3,49,52,0,0,2,0,Middleweight
UFC 170: Rousey vs McMann,22-Feb-14,"Las Vegas, Nevada, USA",Emily Ducote,Jessica Penne,0,0,5:00,U-DEC,3,116,63,0,0,0,0,Women's Strawweight
UFC Fight Night: Machida vs Mousasi,15-Feb-14,"Jaragua do Sul, Santa Catarina, Brazil",Rafael Fiziev,Rafael Dos Anjos,1,0,0:18,KO/TKO,5,64,54,0,0,0,2,Lightweight
UFC Fight Night: Machida vs Mousasi,15-Feb-14,"Jaragua do Sul, Santa Catarina, Brazil",Caio Borralho,Armen Petrosyan,0,0,5:00,U-DEC,3,12,31,0,0,4,0,Middleweight
UFC Fight Night: Machida vs Mousasi,15-Feb-14,"Jaragua do Sul, Santa Catarina, Brazil",Said Nurmagomedov,Douglas Silva de Andrade,0,0,5:00,U-DEC,3,42,28,0,0,1,1,Bantamweight
UFC Fight Night: Machida vs Mousasi,15-Feb-14,"Jaragua do Sul, Santa Catarina, Brazil",Chase Sherman,Jared Vanderaa,1,0,3:10,KO/TKO,3,137,109,0,0,0,0,Heavyweight
UFC Fight Night: Machida vs Mousasi,15-Feb-14,"Jaragua do Sul, Santa Catarina, Brazil",Aiemann Zahabi,Ricky Turcios,0,0,5:00,U-DEC,3,54,27,0,0,0,0,Bantamweight
UFC Fight Night: Machida vs Mousasi,15-Feb-14,"Jaragua do Sul, Santa Catarina, Brazil",Jamie Mullarkey,Michael Johnson,0,1,5:00,S-DEC,3,96,66,0,0,0,0,Lightweight
UFC Fight Night: Machida vs Mousasi,15-Feb-14,"Jaragua do Sul, Santa Catarina, Brazil",Cody Brundage,Tresean Gore,1,0,3:50,KO/TKO,1,15,8,0,0,1,0,Middleweight
UFC Fight Night: Machida vs Mousasi,15-Feb-14,"Jaragua do Sul, Santa Catarina, Brazil",Antonina Shevchenko,Cortney Casey,0,0,5:00,S-DEC,3,55,33,0,0,0,2,Women's Flyweight
UFC Fight Night: Machida vs Mousasi,15-Feb-14,"Jaragua do Sul, Santa Catarina, Brazil",David Onama,Garrett Armfield,0,0,3:13,SUB,2,29,21,1,0,2,0,Featherweight
UFC Fight Night: Machida vs Mousasi,15-Feb-14,"Jaragua do Sul, Santa Catarina, Brazil",Kennedy Nzechukwu,Karl Roberson,0,0,2:19,KO/TKO,3,20,9,1,0,5,0,Light Heavyweight
UFC Fight Night: Machida vs Mousasi,15-Feb-14,"Jaragua do Sul, Santa Catarina, Brazil",Saidyokub Kakhramonov,Ronnie Lawrence,0,0,5:00,U-DEC,3,32,15,0,0,10,1,Bantamweight
UFC 169: Barao vs Faber 2,1-Feb-14,"Newark, New Jersey, USA",Israel Adesanya,Jared Cannonier,0,0,5:00,U-DEC,5,116,90,0,0,0,0,Middleweight
UFC 169: Barao vs Faber 2,1-Feb-14,"Newark, New Jersey, USA",Alexander Volkanovski,Max Holloway,0,0,5:00,U-DEC,5,199,127,0,0,0,0,Featherweight
UFC 169: Barao vs Faber 2,1-Feb-14,"Newark, New Jersey, USA",Alex Pereira,Sean Strickland,1,0,2:36,KO/TKO,1,25,15,0,0,0,0,Middleweight
UFC 169: Barao vs Faber 2,1-Feb-14,"Newark, New Jersey, USA",Bryan Barberena,Robbie Lawler,0,0,4:47,KO/TKO,2,147,81,0,0,0,0,Welterweight
UFC 169: Barao vs Faber 2,1-Feb-14,"Newark, New Jersey, USA",Pedro Munhoz,Sean O'Malley,0,0,3:09,CNC,2,26,25,0,0,0,0,Bantamweight
UFC 169: Barao vs Faber 2,1-Feb-14,"Newark, New Jersey, USA",Jalin Turner,Brad Riddell,0,0,0:45,SUB,1,3,2,1,0,0,0,Lightweight
UFC 169: Barao vs Faber 2,1-Feb-14,"Newark, New Jersey, USA",Jim Miller,Donald Cerrone,0,0,1:32,SUB,2,24,21,1,0,1,0,Welterweight
UFC 169: Barao vs Faber 2,1-Feb-14,"Newark, New Jersey, USA",Ian Garry,Gabe Green,1,0,5:00,U-DEC,3,116,90,0,0,1,1,Welterweight
UFC 169: Barao vs Faber 2,1-Feb-14,"Newark, New Jersey, USA",Dricus Du Plessis,Brad Tavares,0,0,5:00,U-DEC,3,113,82,0,0,0,0,Middleweight
UFC 169: Barao vs Faber 2,1-Feb-14,"Newark, New Jersey, USA",Andre Muniz,Uriah Hall,0,0,5:00,U-DEC,3,17,6,0,0,4,0,Middleweight
UFC 169: Barao vs Faber 2,1-Feb-14,"Newark, New Jersey, USA",Maycee Barber,Jessica Eye,0,0,5:00,U-DEC,3,63,35,0,0,0,1,Women's Flyweight
UFC 169: Barao vs Faber 2,1-Feb-14,"Newark, New Jersey, USA",Julija Stoliarenko,Jessica-Rose Clark,0,0,0:42,SUB,1,6,9,1,0,1,0,Women's Bantamweight
UFC on FOX: Henderson vs Thomson,25-Jan-14,"Chicago, Illinois, USA",Mateusz Gamrot,Arman Tsarukyan,0,1,5:00,U-DEC,5,81,95,0,0,6,1,Lightweight
UFC on FOX: Henderson vs Thomson,25-Jan-14,"Chicago, Illinois, USA",Shavkat Rakhmonov,Neil Magny,0,0,4:58,SUB,2,19,11,1,0,2,0,Welterweight
UFC on FOX: Henderson vs Thomson,25-Jan-14,"Chicago, Illinois, USA",Josh Parisian,Alan Baudot,0,1,3:04,KO/TKO,2,42,49,0,0,3,0,Heavyweight
UFC on FOX: Henderson vs Thomson,25-Jan-14,"Chicago, Illinois, USA",Thiago Moises,Christos Giagos,0,0,3:05,SUB,1,3,2,1,0,1,0,Lightweight
UFC on FOX: Henderson vs Thomson,25-Jan-14,"Chicago, Illinois, USA",Umar Nurmagomedov,Nate Maness,0,0,5:00,U-DEC,3,74,2,0,0,3,0,Bantamweight
UFC on FOX: Henderson vs Thomson,25-Jan-14,"Chicago, Illinois, USA",Chris Curtis,Rodolfo Vieira,0,0,5:00,U-DEC,3,109,86,0,0,0,0,Middleweight
UFC on FOX: Henderson vs Thomson,25-Jan-14,"Chicago, Illinois, USA",Carlos Ulberg,Tafon Nchukwi,1,0,1:15,KO/TKO,1,15,3,0,0,0,0,Light Heavyweight
UFC on FOX: Henderson vs Thomson,25-Jan-14,"Chicago, Illinois, USA",Shayilan Nuerdanbieke,TJ Brown,1,0,5:00,U-DEC,3,47,42,0,4,3,1,Featherweight
UFC on FOX: Henderson vs Thomson,25-Jan-14,"Chicago, Illinois, USA",Sergey Morozov,Raulian Paiva,0,0,5:00,U-DEC,3,68,63,0,0,2,1,Bantamweight
UFC on FOX: Henderson vs Thomson,25-Jan-14,"Chicago, Illinois, USA",Cody Durden,JP Buys,1,0,1:08,KO/TKO,1,23,7,0,0,0,0,Flyweight
UFC on FOX: Henderson vs Thomson,25-Jan-14,"Chicago, Illinois, USA",Mario Bautista,Brian Kelleher,0,0,2:27,SUB,1,6,2,1,0,2,0,Bantamweight
UFC on FOX: Henderson vs Thomson,25-Jan-14,"Chicago, Illinois, USA",Vanessa Demopoulos,Jinh Yu Frey,0,0,5:00,S-DEC,3,66,62,0,0,1,0,Women's Strawweight
UFC Fight Night: Rockhold vs Philippou,15-Jan-14,"Duluth, Georgia, USA",Josh Emmett,Calvin Kattar,0,0,5:00,S-DEC,5,107,130,0,0,0,0,Featherweight
UFC Fight Night: Rockhold vs Philippou,15-Jan-14,"Duluth, Georgia, USA",Kevin Holland,Tim Means,0,0,1:28,SUB,2,36,21,1,0,0,2,Welterweight
UFC Fight Night: Rockhold vs Philippou,15-Jan-14,"Duluth, Georgia, USA",Joaquin Buckley,Albert Duraev,2,0,5:00,KO/TKO,2,27,10,0,0,0,2,Middleweight
UFC Fight Night: Rockhold vs Philippou,15-Jan-14,"Duluth, Georgia, USA",Damir Ismagulov,Guram Kutateladze,0,0,5:00,S-DEC,3,79,78,0,0,0,1,Lightweight
UFC Fight Night: Rockhold vs Philippou,15-Jan-14,"Duluth, Georgia, USA",Gregory Rodrigues,Julian Marquez,3,0,3:18,KO/TKO,1,49,13,0,0,0,0,Middleweight
UFC Fight Night: Rockhold vs Philippou,15-Jan-14,"Duluth, Georgia, USA",Adrian Yanez,Tony Kelley,1,0,3:49,KO/TKO,1,35,20,0,0,0,0,Bantamweight
UFC Fight Night: Rockhold vs Philippou,15-Jan-14,"Duluth, Georgia, USA",Natalia Silva,Jasmine Jasudavicius,0,0,5:00,U-DEC,3,96,31,0,0,2,0,Women's Flyweight
UFC Fight Night: Rockhold vs Philippou,15-Jan-14,"Duluth, Georgia, USA",Jeremiah Wells,Court McGee,1,0,1:34,KO/TKO,1,7,3,0,0,0,0,Welterweight
UFC Fight Night: Rockhold vs Philippou,15-Jan-14,"Duluth, Georgia, USA",Ricardo Ramos,Danny Chavez,1,0,1:12,KO/TKO,1,4,3,0,0,0,0,Featherweight
UFC Fight Night: Rockhold vs Philippou,15-Jan-14,"Duluth, Georgia, USA",Maria Oliveira,Gloria de Paula,0,0,5:00,S-DEC,3,96,105,0,0,2,2,Women's Strawweight
UFC Fight Night: Rockhold vs Philippou,15-Jan-14,"Duluth, Georgia, USA",Cody Stamann,Eddie Wineland,1,0,0:59,KO/TKO,1,27,3,0,0,0,0,Bantamweight
UFC Fight Night: Rockhold vs Philippou,15-Jan-14,"Duluth, Georgia, USA",Phil Hawes,Deron Winn,1,0,4:25,KO/TKO,2,118,32,0,0,1,0,Middleweight
UFC Fight Night: Rockhold vs Philippou,15-Jan-14,"Duluth, Georgia, USA",Roman Dolidze,Kyle Daukaus,2,0,1:13,KO/TKO,1,8,4,0,0,0,0,Middleweight
UFC Fight Night: Saffiedine vs Lim,4-Jan-14,"Singapore, Singapore",Jiri Prochazka,Glover Teixeira,0,0,4:32,SUB,5,120,111,1,1,0,5,Light Heavyweight
UFC Fight Night: Saffiedine vs Lim,4-Jan-14,"Singapore, Singapore",Valentina Shevchenko,Taila Santos,0,0,5:00,S-DEC,5,77,55,1,3,3,3,Women's Flyweight
UFC Fight Night: Saffiedine vs Lim,4-Jan-14,"Singapore, Singapore",Zhang Weili,Joanna Jedrzejczyk,1,0,2:28,KO/TKO,2,69,43,0,0,3,0,Women's Strawweight
UFC Fight Night: Saffiedine vs Lim,4-Jan-14,"Singapore, Singapore",Jake Matthews,Andre Fialho,1,0,2:24,KO/TKO,2,47,18,0,0,0,0,Welterweight
UFC Fight Night: Saffiedine vs Lim,4-Jan-14,"Singapore, Singapore",Jack Della Maddalena,Ramazan Emeev,1,0,2:32,KO/TKO,1,18,7,0,1,0,1,Welterweight
UFC Fight Night: Saffiedine vs Lim,4-Jan-14,"Singapore, Singapore",Josh Culibao,SeungWoo Choi,2,0,5:00,S-DEC,3,51,46,0,0,0,1,Featherweight
UFC Fight Night: Saffiedine vs Lim,4-Jan-14,"Singapore, Singapore",Maheshate,Steve Garcia,2,0,1:14,KO/TKO,1,7,7,0,0,0,0,Lightweight
UFC Fight Night: Saffiedine vs Lim,4-Jan-14,"Singapore, Singapore",Brendan Allen,Jacob Malkoun,0,0,5:00,U-DEC,3,45,33,0,0,2,7,Middleweight
UFC Fight Night: Saffiedine vs Lim,4-Jan-14,"Singapore, Singapore",Kyung Ho Kang,Batgerel Danaa,0,0,5:00,U-DEC,3,100,109,0,0,0,0,Bantamweight
UFC Fight Night: Saffiedine vs Lim,4-Jan-14,"Singapore, Singapore",Silvana Gomez Juarez,Liang Na,1,0,1:22,KO/TKO,1,8,4,0,0,0,0,Women's Strawweight
UFC Fight Night: Saffiedine vs Lim,4-Jan-14,"Singapore, Singapore",Joselyne Edwards,Ramona Pascual,0,0,5:00,U-DEC,3,164,63,0,0,0,1,Women's Featherweight
UFC 168: Weidman vs Silva 2,28-Dec-13,"Las Vegas, Nevada, USA",Alexander Volkov,Jairzinho Rozenstruik,0,0,2:12,KO/TKO,1,21,6,0,0,0,0,Heavyweight
UFC 168: Weidman vs Silva 2,28-Dec-13,"Las Vegas, Nevada, USA",Movsar Evloev,Dan Ige,0,0,5:00,U-DEC,3,68,42,0,0,9,0,Featherweight
UFC 168: Weidman vs Silva 2,28-Dec-13,"Las Vegas, Nevada, USA",Lucas Almeida,Michael Trizano,2,1,0:55,KO/TKO,3,75,31,0,0,0,0,Featherweight
UFC 168: Weidman vs Silva 2,28-Dec-13,"Las Vegas, Nevada, USA",Karine Silva,Poliana Botelho,0,0,4:55,SUB,1,17,19,1,0,1,0,Women's Flyweight
UFC 168: Weidman vs Silva 2,28-Dec-13,"Las Vegas, Nevada, USA",Ode Osbourne,Zarrukh Adashev,1,0,1:01,KO/TKO,1,7,7,0,0,0,0,Flyweight
UFC 168: Weidman vs Silva 2,28-Dec-13,"Las Vegas, Nevada, USA",Alonzo Menifield,Askar Mozharov,0,0,4:40,KO/TKO,1,19,2,0,0,2,0,Light Heavyweight
UFC 168: Weidman vs Silva 2,28-Dec-13,"Las Vegas, Nevada, USA",Karolina Kowalkiewicz,Felice Herrig,0,0,4:01,SUB,2,82,55,2,0,0,0,Women's Strawweight
UFC 168: Weidman vs Silva 2,28-Dec-13,"Las Vegas, Nevada, USA",Joe Solecki,Alex Da Silva,0,1,5:00,M-DEC,3,33,35,3,0,1,0,Lightweight
